,title,content,datetime
1170,南航通航拟出让控股权 航空央企混改引资提速,【南航通航拟出让控股权 航空央企混改引资提速】南方航空的全资子公司——南航通用航空有限公司增资项目在北京产权交易所挂牌，拟出让约50%股权，引入2至4名战略投资方。这意味着，在南航集团层面引资300亿后，子公司层面的混改工作也开始实质推进。而据记者了解，目前三大航空央企都在加紧推进从集团到下属子公司层面的混改工作。（第一财经）,2020-03-04 12:20:24
1171,大批机构盯上军工股！这些上市公司节后被密集调研771次,【大批机构盯上军工股！这些上市公司节后被密集调研771次】近期军工企业成为机构调研的焦点之一。记者观察到，军工芯片、低轨卫星、航空成为最受机构关注的三个领域。据东方财富Choice数据显示，节后以来，10家军工企业接受机构调研高达771次。其中，亚光科技最受关注，迎来了261家次机构的调研；排在第二的为中航机电，迎来了187家次机构的调研；此外，星宇网达、景嘉微、航新科技三家公司也都迎来50家次以上的机构调研。（上证报）,2020-03-05 21:54:12
1172,民航局修订《运输航空公司和运输机场疫情防控技术指南》,【民航局修订《运输航空公司和运输机场疫情防控技术指南》】民航局修订《运输航空公司和运输机场疫情防控技术指南》，将运输航空航班防疫分为高风险、中风险和低风险三级，实施差异化防控，风险应根据疫情发展动态实时调整。（证券时报）,2020-03-05 19:36:38
1173,沈阳“云”签约117个重大项目 投资总额超两千亿元,【沈阳“云”签约117个重大项目 投资总额超两千亿元】5日，沈阳举行了重点招商项目“云签约”活动，依托互联网进行“不见面、屏隔屏”实现了117个重大项目集中签约，总投资额达2672.5亿元。此次签约的项目包括先进制造业项目28个，范围涵盖高端装备制造、航空航天、汽车及零部件等领域；新兴产业项目30个，范围涵盖了新一代信息技术、新能源和新材料等领域；现代服务业项目51个，范围涵盖文化旅游、商贸物流及信息服务等领域；现代农业项目8个。（新华社）,2020-03-05 17:37:36
1174,在别人恐惧时贪婪！巴菲特再出手 斥资3亿扫入这只航空股！,【在别人恐惧时贪婪！巴菲特再出手 斥资3亿扫入这只航空股！】3月2日，伯克希尔哈撒韦公司递交的最新资料显示，公司利用上周股价大跌的机会对达美航空进行了增持，在上周四以每股45.48美元至47.14美元的价格买入97.6507万股达美航空股票，最新持股数达7188.6963万股。斥资约4500万美元，折合人民币超过3亿元。（券商中国）,2020-03-05 10:07:12
1175,吉翔股份：筹划收购中天引控100%股权,【吉翔股份：筹划收购中天引控100%股权】吉翔股份(603399)3月6日晚公告，公司正在筹划以发行股份的方式购买中天引控科技股份有限公司100%股权；同时，非公开发行股份募集配套资金。此次交易预计不构成重大资产重组。中天引控经营范围包括无人机（不含民用航空器）、无人车及机器人、陀螺、惯性导航系统、光学与毫米波探测设备、车载设备研发、销售、生产等。公司股票自3月6日起停牌。（证券时报）,2020-03-06 18:14:40
1176,国泰航空泄露940万名乘客信息 被英国重罚50万英镑,【国泰航空泄露940万名乘客信息 被英国重罚50万英镑】香港国泰航空2018年惊爆外泄940万名乘客的个人资料。英国信息专员办公室（ICO）以未能保护乘客个资安全为由，对国泰航空开罚50万英镑。有分析称，这或许是根据英国相关法律而指定的最高罚款金额。（国是直通车）,2020-03-06 12:53:14
1177,南方航空国内航线恢复超六成,【南方航空国内航线恢复超六成】随着各地复工复产的有序推进，南方航空通过恢复航班、增加复工包机等方式，打通“空中大动脉”。截至目前，南航已累计恢复航班超过5100班，3月航班量逐步恢复至日均千班左右，国内航线已经恢复超六成。(深圳特区报),2020-03-06 07:56:21
1178,民航局：各航空公司已安排复工复产航班超过490班,【民航局：各航空公司已安排复工复产航班超过490班】在现有航班的基础上，民航企业已经专门安排复工复产航班超过490班，包括超过2.6万人次复工复产出行。多家民航企业在多个城市，正在面向全社会推出复工复产点对点包机服务，同时做到复工路上“零传播”“零感染” 。在国际方面，国际航班旅客人数骤减，但国际航线绝大多数不断航。（证券时报网）,2020-03-07 23:03:47
1179,3月7日新闻联播要闻精选,【3月7日新闻联播要闻精选】今日新闻联播或涉及资本市场的内容：1、李克强考察首都国际机场和物流企业航空分拨中心。2、中央应对新冠肺炎疫情工作领导小组印发《关于进一步做好疫情防控期间困难群众兜底保障工作的通知》。3、四部门联合发布“一线医务人员抗疫巾帼英雄谱”。4、中央军委政治工作部向全军奋战在新冠肺炎疫情防控一线的女同志致慰问信。5、国务院联防联控机制新闻发布会：疫情形势总体稳中向好 国际疫情快速发展仍需警惕。（央视）,2020-03-07 19:54:31
1180,李克强考察顺丰速运,【李克强考察顺丰速运】据新闻联播，3月6日，中共中央政治局常委、国务院总理、中央应对新冠肺炎疫情工作领导小组组长李克强赴首都国际机场和顺丰华北航空分拨中心考察。（证券时报网）,2020-03-07 19:20:41
1181,机票价格低至5元没人坐 航空公司转行送外卖,【机票价格低至5元没人坐 航空公司转行送外卖】2月25日，国际航协(IATA)预测，受疫情影响，2020年亚太地区航空公司将损失近2000亿元人民币的收入，其中大部分将由中国航司承担。（中国经济周刊）,2020-03-08 22:24:51
1182,越南新增8例新冠肺炎确诊病例 累计确诊29例,【越南新增8例新冠肺炎确诊病例 累计确诊29例】据越南卫生部3月8日最新消息，越南新增8例新冠肺炎确诊病例。8例病例全部为3月2日乘坐越南航空VN54号班机自伦敦抵达河内的外国游客。截至记者发稿，越南已确认29例新冠肺炎感染病例。（央视）,2020-03-08 19:25:35
1183,波音737系列客机未获审批安装传感器 面临巨额罚款,【波音737系列客机未获审批安装传感器 面临巨额罚款】美国联邦航空局当地时间6日对波音公司开出1970万美元的“罚单”，原因是波音在未经许可的情况下在数百架737系列客机上安装传感器。据了解，除了这次罚款外，去年12月以来，联邦航空局还曾两度对波音开出“罚单”，罚金总额超过900万美元，原因是波音在数百架737NG和737MAX系列客机的机翼上“安装不合格零部件”。（证券时报网）,2020-03-08 15:40:59
1184,越南确诊第21例新冠肺炎感染病例,【越南确诊第21例新冠肺炎感染病例】据越南卫生部8日上午最新消息，越南确诊第21例新冠肺炎感染个案。据悉，该名感染者为男性，61岁，曾与第17例确诊病例共同搭乘据越南航空VN54号班机从伦敦返回河内，为相邻座位的商务舱乘客。(央视新闻),2020-03-08 11:20:14
1185,民航局：落实免征航空公司应缴纳的民航发展基金等优惠政策,【民航局：落实免征航空公司应缴纳的民航发展基金等优惠政策】为切实为民航企业发展纾困，精准有序推动复工复产，民航局下发关于积极应对新冠肺炎疫情有关支持政策的通知，通过积极推进降费减负、加大基础设施投资、促进航空运输发展、优化政务服务工作等五个方面十六条政策措施，促进民航业稳定发展。在实施积极财经政策方面，落实免征航空公司应缴纳的民航发展基金等优惠政策，对疫情期间国际航空运输和国务院联防联控机制部署的重大运输飞行任务给予资金支持政策，对执行疫情防控任务的通航企业给予补贴等。（一财）,2020-03-09 19:30:51
1186,民航局：一类、二类机场起降费收费标准基准价降低10%,【民航局：一类、二类机场起降费收费标准基准价降低10%】民航局发布关于积极应对新冠肺炎疫情有关支持政策的通知，积极推进降费减负，降低境内、港澳台地区及外国航空公司机场、空管收费标准。一类、二类机场起降费收费标准基准价降低10%，免收停场费；航路费(飞越飞行除外)收费标准降低10%。（第一财经）,2020-03-09 15:37:33
1187,沪指跌2.41% 北向资金净流出逾100亿,【沪指跌2.41% 北向资金净流出逾100亿元】今日两市低开，盘中三大股指低位震荡，个股普跌。截至午间收盘，沪指跌2.41%，深证成指跌2.84%，创业板指跌2.82%。盘面上，口罩、海南、特高压等板块涨幅居前。芯片、半导体、航空、消费电子等板块跌幅居前。另外，北向资金净流出逾100亿元。（证券时报）,2020-03-09 11:31:53
1188,沪指跌2.41% 北向资金净流出逾100亿元,【沪指跌2.41% 北向资金净流出逾100亿元】今日两市低开，盘中三大股指低位震荡，个股普跌。截至午间收盘，沪指跌2.41%，深证成指跌2.84%，创业板指跌2.82%。盘面上，口罩、海南、特高压等板块涨幅居前。芯片、半导体、航天航空、消费电子等板块跌幅居前。另外，北向资金净流出逾100亿元。,2020-03-09 11:31:51
